post_title,meta:product_tabs_tab_considerations,meta:product_tabs_tab_features,meta:product_tabs_tab_manuals,meta:product_tabs_tab_product_details,meta:product_tabs_tab_specifications,meta:product_tabs_tab_upgrade,meta:product_tabs_tab_video,sku
Spirit FX & Fiesta - Lower Main Arm  - WHITE Curved Arms for Argosy,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree OEM Curved Arm Applications for Argosy 1986 and Newer with an awning rail to floor line height of 72"" to 84"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-312-55
"SPIRIT FIESTA,#2 ARM,CURV,WHT",,,,,,,,R00412-313-55
Spirit FX & Fiesta - Lower Main Arm  - SATIN for Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Short Straight Arms with an awning rail to floor line height of 63"" to 68"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-315-06
Spirit FX & Fiesta - Lower Main Arm  - WHITE for Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Short Straight Arms with an awning rail to floor line height of 63"" to 68"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-315-55
Spirit FX & Fiesta - Lower Main Arm  - BLACK for Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Short Straight Arms with an awning rail to floor line height of 63"" to 68"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-315-66
Spirit FX & Fiesta - Lower Main Arm  - SATIN for Long Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Long Straight Arms with an awning rail to floor line height of 81"" to 96"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-316-06
Spirit FX & Fiesta - Lower Main Arm  - WHITE for Long Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Long Straight Arms with an awning rail to floor line height of 81"" to 96"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-316-55
Spirit FX & Fiesta - Lower Main Arm  - BLACK for Long Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Long Straight Arms with an awning rail to floor line height of 81"" to 96"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-316-66
Spirit FX & Fiesta - Lower Main Arm - SATIN for Pickup Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Pickup Camper Straight Arms with an awning rail to floor line height of 56"" minimum.</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-317-06
Spirit FX & Fiesta - Lower Main Arm - WHITE for Pickup Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Pickup Camper Straight Arms with an awning rail to floor line height of 56"" minimum.</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-317-55
Spirit FX & Fiesta - Lower Main Arm - BLACK for Pickup Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Pickup Camper Straight Arms with an awning rail to floor line height of 56"" minimum.</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-317-66
Spirit FX & Fiesta - Right - Front Lower Main Arm - SATIN  Straight Gooseneck Standard,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Standard with an awning rail to floor line height of 56"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-321-06
Spirit FX & Fiesta - Right - Front Lower Main Arm - WHITE  Straight Gooseneck Standard,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Standard with an awning rail to floor line height of 56"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-321-55
Spirit FX & Fiesta - Right - Front Lower Main Arm - BLACK  Straight Gooseneck Standard,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Standard with an awning rail to floor line height of 56"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-321-66
Spirit FX & Fiesta - Right - Front Lower Main Arm - SATIN  Straight Gooseneck Short,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Short with an awning rail to floor line height of 54"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-322-06
Spirit FX & Fiesta - Right - Front Lower Main Arm - WHITE  Straight Gooseneck Short,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Short with an awning rail to floor line height of 54"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-322-55
Spirit FX & Fiesta - Right - Front Lower Main Arm - BLACK  Straight Gooseneck Short,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Short with an awning rail to floor line height of 54"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00412-322-66
"SPIRIT FIESTA,#4 ARM,CURV,WHT",,,,,,,,R00413-311-55
"SPIRIT FIESTA,#4 ARM,CURV,WHT",,,,,,,,R00413-312-55
"SPIRIT FIESTA,#4 ARM,CURV,WHT",,,,,,,,R00413-313-55
Spirit FX & Fiesta - Lower Brace - SATIN for Universal Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Universal Straight Arms with an awning rail to floor line height of 68"" to 81"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-301-00
Spirit FX & Fiesta - Lower Brace - WHITE for Universal Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Universal Straight Arms with an awning rail to floor line height of 68"" to 81"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-301-50
Spirit FX & Fiesta - Lower Brace - BLACK for Universal Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Universal Straight Arms with an awning rail to floor line height of 68"" to 81"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-301-60
"SPIRIT FIESTA,#4 ARM,GSNK,SHT,WHT",,,,,,,,R00414-311-50
"SPIRIT FIESTA,#4 ARM,GSNK,SHT,WHT",,,,,,,,R00414-312-50
"SPIRIT FIESTA,#4 ARM,GSNK,SHT,WHT",,,,,,,,R00414-313-50
Spirit FX & Fiesta - Lower Brace - SATIN for Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Short Straight Arms with an awning rail to floor line height of 63"" to 68"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-315-00
Spirit FX & Fiesta - Lower Brace - WHITE for Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Short Straight Arms with an awning rail to floor line height of 63"" to 68"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-315-50
Spirit FX & Fiesta - Lower Brace - BLACK for Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Short Straight Arms with an awning rail to floor line height of 63"" to 68"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-315-60
Spirit FX & Fiesta - Lower Brace - SATIN for Long Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Long Straight Arms with an awning rail to floor line height of 81"" to 96"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-316-00
Spirit FX & Fiesta - Lower Brace - WHITE for Long Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Long Straight Arms with an awning rail to floor line height of 81"" to 96"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-316-50
Spirit FX & Fiesta - Lower Brace - BLACK for Long Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Long Straight Arms with an awning rail to floor line height of 81"" to 96"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-316-60
Spirit FX & Fiesta - Lower Brace - SATIN for Pickup Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Pickup Camper Straight Arms with an awning rail to floor line height of 56"" minimum.</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-317-00
Spirit FX & Fiesta - Lower Brace - WHITE for Pickup Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Pickup Camper Straight Arms with an awning rail to floor line height of 56"" minimum.</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-317-50
Spirit FX & Fiesta - Lower Brace - BLACK for Pickup Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Pickup Camper Straight Arms with an awning rail to floor line height of 56"" minimum.</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-317-60
Spirit FX & Fiesta - Right - Front  Lower Brace - SATIN for Gooseneck Standard Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Standard with an awning rail to floor line height of 56"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-321-00
Spirit FX & Fiesta - Right - Front Lower Brace - WHITE for Gooseneck Standard Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Standard with an awning rail to floor line height of 56"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-321-50
Spirit FX & Fiesta - Right - Front  Lower Brace - BLACK for Gooseneck Standard Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Standard with an awning rail to floor line height of 56"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-321-60
Spirit FX & Fiesta - Right - Front Lower Brace - SATIN for Gooseneck Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Short with an awning rail to floor line height of 54"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-322-00
Spirit FX & Fiesta - Right - Front Lower Brace - WHITE for Gooseneck Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Short with an awning rail to floor line height of 54"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-322-50
Spirit FX & Fiesta - Right - Front Lower Brace - BLACK for Gooseneck Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Gooseneck Short with an awning rail to floor line height of 54"" ( right arm ).</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00414-322-60
Spirit FX & Fiesta - Right - Front 1/2 Set Arm - SATIN for Universal Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Universal Straight Arms with an awning rail to floor line height of 68"" to 81"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00415-301-06
Spirit FX & Fiesta - Right - Front 1/2 Set Arm - WHITE for Universal Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Universal Straight Arms with an awning rail to floor line height of 68"" to 81"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00415-301-55
Spirit FX & Fiesta - Right - Front 1/2 Set Arm - BLACK for Universal Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Universal Straight Arms with an awning rail to floor line height of 68"" to 81"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00415-301-66
"SPIRIT FIESTA,1/2 FRONT,CURV,WHT",,,,,,,,R00415-311-55
"SPIRIT FIESTA,1/2 FRONT,CURV,WHT",,,,,,,,R00415-312-55
"SPIRIT FIESTA,1/2 FRONT,CURV,WHT",,,,,,,,R00415-313-55
Spirit FX & Fiesta - Right - Front 1/2 Set Arm - SATIN for Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Short Straight Arms with an awning rail to floor line height of 63"" to 68"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00415-315-06
Spirit FX & Fiesta - Right - Front 1/2 Set Arm - WHITE for Short Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Short Straight Arms with an awning rail to floor line height of 63"" to 68"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00415-315-55
Spirit FX & Fiesta - Right - Front 1/2 Set Arm - BLACK for Short Straight Arms,"
",,,,,,,R00415-315-66
Spirit FX & Fiesta - Right - Front 1/2 Set Arm - SATIN for Long Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Long Straight Arms with an awning rail to floor line height of 81"" to 96"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00415-316-06
Spirit FX & Fiesta - Right - Front 1/2 Set Arm - WHITE for Long Straight Arms,"
<div class=""plus-title plus-title-orange""><span class=""plus"">+</span><a name=""consider""><h2 class=""plus-title-text"">Important Considerations</h2></a></div><!-- /.plus-title plus-title-orange --><ul class=""list-arrows""> <li>Works exclusively with Carefree Spirit and Fiesta Awnings.</li> <li>Fits Carefree Long Straight Arms with an awning rail to floor line height of 81"" to 96"".</li> <li>Works with Carefree 1997 and Newer model arms.</li> <li>WARNING: This replacement part requires working with the awning roller spring (s) which are under tension!</li> <li> </li></ul><!-- /.list-arrows list-arrows-triple --> <br/>
",,,,,,,R00415-316-55
